,nr_steps,sample_size,mean,std,se,nr_features
51,10,100,0.9,0.07126096406869611,0.0318688719599549,11
52,10,500,1.0,0.0,0.0,11
53,10,1000,1.0,0.0,0.0,11
54,11,5,0.5875,0.09478594305064439,0.042389562394532926,12
55,11,10,0.7375,0.1202211503854459,0.05376453291901641,12
56,11,50,0.8625,0.12022115038544591,0.053764532919016415,12
57,11,100,0.9,0.07126096406869611,0.0318688719599549,12
58,11,500,1.0,0.0,0.0,12
59,11,1000,1.0,0.0,0.0,12
60,12,5,0.5625,0.08838834764831845,0.03952847075210474,13
61,12,10,0.7375,0.1202211503854459,0.05376453291901641,13
62,12,50,0.8625,0.12022115038544591,0.053764532919016415,13
63,12,100,0.9,0.07126096406869611,0.0318688719599549,13
64,12,500,1.0,0.0,0.0,13
65,12,1000,1.0,0.0,0.0,13
66,13,5,0.575,0.10269797953221864,0.045927932677184584,14
67,13,10,0.75,0.10825317547305482,0.048412291827592706,14
68,13,50,0.8625,0.12022115038544591,0.053764532919016415,14
69,13,100,0.9,0.07126096406869611,0.0318688719599549,14
70,13,500,1.0,0.0,0.0,14
71,13,1000,1.0,0.0,0.0,14
72,14,5,0.575,0.10269797953221864,0.045927932677184584,15
73,14,10,0.75,0.10825317547305482,0.048412291827592706,15
74,14,50,0.8625,0.12022115038544591,0.053764532919016415,15
75,14,100,0.9,0.07126096406869611,0.0318688719599549,15
76,14,500,1.0,0.0,0.0,15
77,14,1000,1.0,0.0,0.0,15
78,15,5,0.5875,0.09478594305064439,0.042389562394532926,16
79,15,10,0.75,0.10825317547305482,0.048412291827592706,16
80,15,50,0.8625,0.12022115038544591,0.053764532919016415,16
81,15,100,0.9,0.07126096406869611,0.0318688719599549,16
82,15,500,1.0,0.0,0.0,16
83,15,1000,1.0,0.0,0.0,16
84,16,5,0.5875,0.09478594305064439,0.042389562394532926,17
85,16,10,0.75,0.10825317547305482,0.048412291827592706,17
86,16,50,0.8625,0.12022115038544591,0.053764532919016415,17
87,16,100,0.9,0.07126096406869611,0.0318688719599549,17
88,16,500,1.0,0.0,0.0,17
89,16,1000,1.0,0.0,0.0,17
90,17,5,0.575,0.10269797953221864,0.045927932677184584,18
91,17,10,0.7625,0.10269797953221865,0.04592793267718459,18
92,17,50,0.8625,0.12022115038544591,0.053764532919016415,18
93,17,100,0.9,0.07126096406869611,0.0318688719599549,18
94,17,500,1.0,0.0,0.0,18
95,17,1000,1.0,0.0,0.0,18
96,18,5,0.5875,0.09478594305064439,0.042389562394532926,19
97,18,10,0.7625,0.10269797953221865,0.04592793267718459,19
98,18,50,0.8625,0.12022115038544591,0.053764532919016415,19
99,18,100,0.9,0.07126096406869611,0.0318688719599549,19
100,18,500,1.0,0.0,0.0,19
101,18,1000,1.0,0.0,0.0,19
102,19,5,0.575,0.10269797953221864,0.045927932677184584,20
103,19,10,0.7625,0.10269797953221865,0.04592793267718459,20
104,19,50,0.8625,0.12022115038544591,0.053764532919016415,20
105,19,100,0.9,0.07126096406869611,0.0318688719599549,20
106,19,500,1.0,0.0,0.0,20
107,19,1000,1.0,0.0,0.0,20
