,corr_coef,p_value,num_steps,sample_size
41,0.7837686168220115,5.431878179834927e-22,5,50
42,0.797837267463771,2.903896697529212e-23,6,50
43,0.7948526076783977,5.509108087824263e-23,7,50
44,0.7863227250288317,3.244675678103167e-22,8,50
45,0.7879210973695245,2.341894515677444e-22,9,50
46,0.7833030392484277,5.962322104539352e-22,10,50
47,0.7826338096874526,6.814074400577729e-22,11,50
48,0.7809301999622428,9.552384689276755e-22,12,50
49,0.7797801530491443,1.197866256441887e-21,13,50
50,0.7787533803501938,1.4644381779803774e-21,14,50
51,0.7778716352337496,1.738750117869977e-21,15,50
52,0.7771021527624672,2.0185136198975373e-21,16,50
53,0.7764250407347358,2.300569212164478e-21,17,50
54,0.7758245487308912,2.582530795771962e-21,18,50
55,0.7752883441975189,2.86252561367475e-21,19,50
56,0.7748066111347023,3.1391139056181383e-21,20,50
57,0.8275626808696517,2.5829466491721793e-26,2,100
58,0.868667998077054,1.1754301170195826e-31,3,100
59,0.806850061254548,3.927766386402875e-24,4,100
60,0.8790540823606457,2.691098102209908e-33,5,100
61,0.8570962918996737,5.503669381735757e-30,6,100
62,0.8907322133868204,2.48504653011101e-35,7,100
63,0.8879565690155617,7.928871069788969e-35,8,100
64,0.8833202541073807,5.151682333380939e-34,9,100
65,0.8812979392135943,1.1369266375007317e-33,10,100
66,0.8803753020523184,1.6236930165797948e-33,11,100
67,0.8791953560179048,2.550291195948905e-33,12,100
68,0.8781411831321055,3.802327404471048e-33,13,100
69,0.8772715804619148,5.271502648223173e-33,14,100
70,0.8765028187738761,7.0221863605993e-33,15,100
71,0.8758316690836172,9.005753963223862e-33,16,100
72,0.8752382850384147,1.1208003445708263e-32,17,100
73,0.8747105229441123,1.3602642655631586e-32,18,100
74,0.8742381039941169,1.6165089583684188e-32,19,100
75,0.8738128228972856,1.8871047470340493e-32,20,100
76,0.6757195623132042,1.2342661062233199e-14,2,500
77,0.770367089184592,7.267250110855661e-21,3,500
78,0.6731041186702935,1.701096724996078e-14,4,500
79,0.768453760440278,1.0374804435453633e-20,5,500
80,0.8634198385037517,7.026598457472507e-31,6,500
81,0.8377044258018423,1.7172593020194176e-27,7,500
82,0.9231462151599963,1.7922528153888203e-42,8,500
83,0.9163235624218699,9.792054257541013e-41,9,500
84,0.941481763728109,4.4325633877312367e-48,10,500
85,0.9262951452702112,2.491617204246112e-43,11,500
86,0.9314931353249133,7.854443491934942e-45,12,500
87,0.9293670616764229,3.3345235953897934e-44,13,500
88,0.9292163254455331,3.688125490139111e-44,14,500
89,0.9284099122647068,6.300089568120249e-44,15,500
90,0.9280599350169436,7.932734058561134e-44,16,500
91,0.9276510935724599,1.03679528074097e-43,17,500
92,0.9272963446001492,1.306255631238017e-43,18,500
93,0.9269841033274693,1.5992662231025838e-43,19,500
94,0.9267039039861343,1.9162936095549153e-43,20,500
95,0.5088358158467996,6.464653182771823e-08,2,1000
96,0.7040551511531488,3.0572151716697984e-16,3,1000
97,0.6369421673264657,1.0505542856197323e-12,4,1000
98,0.7805514801990918,1.0293119088341284e-21,5,1000
99,0.6728490133657552,1.7548592599211946e-14,6,1000
100,0.835888624497003,2.8280243395145415e-27,7,1000
101,0.8159456722661069,4.675188376804471e-25,8,1000
102,0.8884593509020053,6.440650766897383e-35,9,1000
103,0.8665147296288274,2.470513131431918e-31,10,1000
104,0.8764045009203556,7.283493373583232e-33,11,1000
105,0.8751919248253941,1.140067821955757e-32,12,1000
106,0.8752516845391771,1.1152909547042361e-32,13,1000
107,0.8748944468228421,1.271626491174089e-32,14,1000
108,0.8744536439947848,1.494230839919679e-32,15,1000
109,0.8742061531602361,1.6354473983054425e-32,16,1000
110,0.8739105487221593,1.8212579884454088e-32,17,1000
111,0.8736813517313301,1.9793678821915962e-32,18,1000
112,0.8734623176864151,2.1429530426068802e-32,19,1000
113,0.8732685428717668,2.2986266034619678e-32,20,1000
