,corr_coef,p_value,num_steps,sample_size
0,0.9462571304335576,3.010534896730816e-08,2,5
1,0.5566508364820639,0.025117761626070847,3,5
2,0.14086861312436108,0.6028029989503906,4,5
3,0.6885238961870883,0.0031859558642949454,5,5
4,0.1804320497858154,0.503683544265601,6,5
5,0.275681078642736,0.3013810268397781,7,5
6,0.18825173603548415,0.4850477766619546,8,5
7,0.3059945900433706,0.2490717766215274,9,5
8,0.19039987601031777,0.4799871949215021,10,5
9,0.2639208376380313,0.3232952505488892,11,5
10,0.21735206872108653,0.41873366129240275,12,5
11,0.2589532664531368,0.33282138135007266,13,5
12,0.2203790696657925,0.41212130213181225,14,5
13,0.2614561528883081,0.3280017692741801,15,5
14,0.22350929047984172,0.4053417343167037,16,5
15,0.2520188668795902,0.3463848020058792,17,5
16,0.23377998573335196,0.3835179964556918,18,5
17,0.24548116641732642,0.35945363838694416,19,5
18,0.24021436574650126,0.37017887131434674,20,5
19,0.9321132308954647,1.4871877393050777e-07,2,10
20,0.48922859507671645,0.054448623802269176,3,10
21,0.4427479294431662,0.08590261611440568,4,10
22,0.4809292292300005,0.05931585709438773,5,10
23,0.4623850882935249,0.07133782614990788,6,10
24,0.47361660715819026,0.06386335225651847,7,10
25,0.4677660183175215,0.0676815276426554,8,10
26,0.4820807539403965,0.05862208698126368,9,10
27,0.4851654759988351,0.0567930635962021,10,10
28,0.48784799209854934,0.055237055636614504,11,10
29,0.49150969278362006,0.053164225041640034,12,10
30,0.499631354619386,0.048772984598674705,13,10
31,0.5040262819117902,0.04651243239610183,14,10
32,0.4969093947118192,0.05021344609326482,15,10
33,0.5067262980966417,0.04516301308072558,16,10
34,0.5086512320607552,0.04421899010650528,17,10
35,0.5047489832299998,0.04614832799617118,18,10
36,0.5050769641011905,0.045983791759750356,19,10
37,0.5118448961168872,0.04268543690820434,20,10
38,0.9673206049671967,9.78933162846591e-10,2,25
39,0.6815260904651586,0.0036448040101114553,3,25
40,0.696607751884263,0.0027151040563728078,4,25
41,0.7308420338724029,0.0012996168125904723,5,25
42,0.7072118887056915,0.0021843967613333765,6,25
43,0.6945614606777841,0.0028285931207231705,7,25
44,0.7250820549926468,0.00148192908190596,8,25
45,0.7404925444872978,0.0010353846679115235,9,25
46,0.7335033074905878,0.0012218030650301731,10,25
47,0.7355534824275158,0.0011644885694945281,11,25
48,0.7444297240668906,0.0009410740686439361,12,25
49,0.7509152798912262,0.0008011178610317356,13,25
50,0.7518135397616258,0.0007831580784571152,14,25
51,0.7527628463099267,0.0007645380332312041,15,25
52,0.759334060846202,0.0006453557958210402,16,25
53,0.762718645158138,0.0005902075960630785,17,25
54,0.7637654641219579,0.0005739583457507821,18,25
