,nr_steps,sample_size,mean,std,se,nr_features
53,10,1000,0.8875,0.052291251658379716,0.02338535866733713,11
54,11,5,0.275,0.07126096406869613,0.03186887195995491,12
55,11,10,0.425,0.11180339887498948,0.049999999999999996,12
56,11,50,0.5375,0.09478594305064438,0.04238956239453292,12
57,11,100,0.775,0.05590169943749473,0.02499999999999999,12
58,11,500,0.9125,0.03423265984407287,0.015309310892394859,12
59,11,1000,0.8625,0.06846531968814577,0.03061862178478973,12
60,12,5,0.25,0.04419417382415922,0.01976423537605237,13
61,12,10,0.4,0.07126096406869613,0.03186887195995491,13
62,12,50,0.4875,0.0814900300650331,0.03644344934278312,13
63,12,100,0.7375,0.05229125165837972,0.023385358667337132,13
64,12,500,0.9125,0.055901699437494755,0.025000000000000005,13
65,12,1000,0.875,0.06249999999999999,0.027950849718747367,13
66,13,5,0.2625,0.12022115038544591,0.053764532919016415,14
67,13,10,0.425,0.10269797953221865,0.04592793267718459,14
68,13,50,0.575,0.15562374497485915,0.06959705453537526,14
69,13,100,0.6625,0.07126096406869611,0.0318688719599549,14
70,13,500,0.9375,0.04419417382415922,0.01976423537605237,14
71,13,1000,0.875,0.06249999999999999,0.027950849718747367,14
72,14,5,0.3375,0.16298006013006622,0.07288689868556625,15
73,14,10,0.3875,0.08149003006503311,0.036443449342783124,15
74,14,50,0.5625,0.08838834764831845,0.03952847075210474,15
75,14,100,0.7375,0.05229125165837972,0.023385358667337132,15
76,14,500,0.9125,0.055901699437494755,0.025000000000000005,15
77,14,1000,0.875,0.06249999999999999,0.027950849718747367,15
78,15,5,0.3,0.08149003006503311,0.036443449342783124,16
79,15,10,0.4,0.07126096406869613,0.03186887195995491,16
80,15,50,0.4875,0.11180339887498948,0.049999999999999996,16
81,15,100,0.725,0.10458250331675946,0.04677071733467427,16
82,15,500,0.9,0.07126096406869611,0.0318688719599549,16
83,15,1000,0.875,0.06249999999999999,0.027950849718747367,16
84,16,5,0.2625,0.06846531968814577,0.03061862178478973,17
85,16,10,0.4125,0.05590169943749474,0.024999999999999998,17
86,16,50,0.55,0.08149003006503311,0.036443449342783124,17
87,16,100,0.725,0.07126096406869614,0.031868871959954914,17
88,16,500,0.9,0.03423265984407288,0.01530931089239486,17
89,16,1000,0.875,0.06249999999999999,0.027950849718747367,17
90,17,5,0.3,0.10269797953221864,0.045927932677184584,18
91,17,10,0.4,0.05590169943749474,0.024999999999999998,18
92,17,50,0.5625,0.14657549249448218,0.06555055301063448,18
93,17,100,0.725,0.07126096406869611,0.0318688719599549,18
94,17,500,0.875,0.044194173824159216,0.019764235376052368,18
95,17,1000,0.875,0.06249999999999999,0.027950849718747367,18
96,18,5,0.3,0.11180339887498948,0.049999999999999996,19
97,18,10,0.4,0.034232659844072894,0.015309310892394868,19
98,18,50,0.5125,0.1354967711792425,0.06059599821770411,19
99,18,100,0.7125,0.07126096406869611,0.0318688719599549,19
100,18,500,0.8625,0.06846531968814576,0.03061862178478972,19
101,18,1000,0.875,0.06249999999999999,0.027950849718747367,19
102,19,5,0.2375,0.08149003006503311,0.036443449342783124,20
103,19,10,0.4,0.03423265984407287,0.015309310892394859,20
104,19,50,0.525,0.1505199322349037,0.0673145600891813,20
105,19,100,0.725,0.08385254915624213,0.037500000000000006,20
106,19,500,0.875,0.07654655446197431,0.03423265984407288,20
107,19,1000,0.8875,0.06846531968814576,0.03061862178478972,20
