,nr_steps,sample_size,mean,std,se,nr_features
75,14,100,0.925,0.0522912516583797,0.023385358667337125,15
76,14,500,1.0,0.0,0.0,15
77,14,1000,1.0,0.0,0.0,15
78,15,5,0.5625,0.09882117688026185,0.044194173824159216,16
79,15,10,0.7625,0.06846531968814577,0.03061862178478973,16
80,15,50,0.8,0.08149003006503311,0.036443449342783124,16
81,15,100,0.925,0.06846531968814575,0.030618621784789718,16
82,15,500,0.975,0.055901699437494734,0.024999999999999994,16
83,15,1000,1.0,0.0,0.0,16
84,16,5,0.575,0.10269797953221864,0.045927932677184584,17
85,16,10,0.7625,0.06846531968814577,0.03061862178478973,17
86,16,50,0.775,0.07126096406869613,0.03186887195995491,17
87,16,100,0.9375,0.0625,0.02795084971874737,17
88,16,500,1.0,0.0,0.0,17
89,16,1000,1.0,0.0,0.0,17
90,17,5,0.5875,0.08385254915624211,0.0375,18
91,17,10,0.75,0.07654655446197431,0.03423265984407288,18
92,17,50,0.8,0.08149003006503311,0.036443449342783124,18
93,17,100,0.925,0.0522912516583797,0.023385358667337125,18
94,17,500,0.9875,0.027950849718747384,0.012500000000000006,18
95,17,1000,1.0,0.0,0.0,18
96,18,5,0.5375,0.08385254915624211,0.0375,19
97,18,10,0.7625,0.06846531968814577,0.03061862178478973,19
98,18,50,0.85,0.05590169943749474,0.024999999999999998,19
99,18,100,0.925,0.05229125165837972,0.023385358667337132,19
100,18,500,0.975,0.055901699437494734,0.024999999999999994,19
101,18,1000,1.0,0.0,0.0,19
102,19,5,0.5625,0.09882117688026186,0.04419417382415922,20
103,19,10,0.75,0.07654655446197431,0.03423265984407288,20
104,19,50,0.85,0.055901699437494755,0.025000000000000005,20
105,19,100,0.9375,0.0625,0.02795084971874737,20
106,19,500,0.975,0.055901699437494734,0.024999999999999994,20
107,19,1000,1.0,0.0,0.0,20
