,nr_steps,sample_size,mean,std,se,nr_features
0,2,5,0.25,0.0,0.0,3
1,2,10,0.325,0.05229125165837972,0.023385358667337132,3
2,2,50,0.5,0.09882117688026186,0.04419417382415922,3
3,2,100,0.3125,0.04419417382415922,0.01976423537605237,3
4,2,500,0.4875,0.05229125165837972,0.023385358667337132,3
5,2,1000,0.5,0.044194173824159216,0.019764235376052368,3
6,3,5,0.4,0.07126096406869613,0.03186887195995491,4
7,3,10,0.4875,0.10269797953221865,0.04592793267718459,4
8,3,50,0.5875,0.12960275845829825,0.05796011559684814,4
9,3,100,0.725,0.09478594305064438,0.04238956239453292,4
10,3,500,0.8,0.10269797953221865,0.04592793267718459,4
11,3,1000,0.85,0.05590169943749474,0.024999999999999998,4
12,4,5,0.3875,0.08149003006503311,0.036443449342783124,5
13,4,10,0.5375,0.07126096406869613,0.03186887195995491,5
14,4,50,0.6,0.12960275845829825,0.05796011559684814,5
15,4,100,0.65,0.09478594305064439,0.042389562394532926,5
16,4,500,0.7625,0.05229125165837971,0.02338535866733713,5
17,4,1000,0.8875,0.06846531968814576,0.03061862178478972,5
18,5,5,0.3875,0.10269797953221865,0.04592793267718459,6
19,5,10,0.5375,0.1505199322349037,0.0673145600891813,6
20,5,50,0.6125,0.14252192813739223,0.0637377439199098,6
21,5,100,0.675,0.09270248108869579,0.041457809879442496,6
22,5,500,0.825,0.12022115038544591,0.053764532919016415,6
23,5,1000,0.875,0.09882117688026186,0.04419417382415922,6
24,6,5,0.3625,0.10269797953221864,0.045927932677184584,7
25,6,10,0.525,0.13693063937629155,0.06123724356957946,7
26,6,50,0.6125,0.14252192813739226,0.06373774391990981,7
27,6,100,0.7125,0.0947859430506444,0.04238956239453293,7
28,6,500,0.8625,0.1734304615688951,0.07756046028744286,7
29,6,1000,0.875,0.0625,0.02795084971874737,7
30,7,5,0.35,0.055901699437494734,0.024999999999999994,8
31,7,10,0.5125,0.09270248108869579,0.041457809879442496,8
32,7,50,0.65,0.10458250331675945,0.046770717334674264,8
33,7,100,0.6625,0.07126096406869614,0.031868871959954914,8
34,7,500,0.8875,0.08149003006503311,0.036443449342783124,8
35,7,1000,0.8875,0.10269797953221864,0.045927932677184584,8
36,8,5,0.2875,0.03423265984407288,0.01530931089239486,9
37,8,10,0.5375,0.07126096406869613,0.03186887195995491,9
38,8,50,0.575,0.12022115038544591,0.053764532919016415,9
39,8,100,0.725,0.09478594305064438,0.04238956239453292,9
40,8,500,0.8375,0.07126096406869613,0.03186887195995491,9
41,8,1000,0.9,0.11353688827865595,0.05077524002897475,9
42,9,5,0.375,0.09882117688026186,0.04419417382415922,10
43,9,10,0.5125,0.1617772388193098,0.0723489806424389,10
44,9,50,0.55,0.14252192813739226,0.06373774391990981,10
45,9,100,0.6875,0.08838834764831845,0.03952847075210474,10
46,9,500,0.825,0.12022115038544591,0.053764532919016415,10
