,nr_steps,sample_size,mean,std,se,nr_features
47,9,1000,0.8625,0.11180339887498948,0.049999999999999996,10
48,10,5,0.3375,0.055901699437494755,0.025000000000000005,11
49,10,10,0.475,0.11353688827865593,0.050775240028974745,11
50,10,50,0.5375,0.1956559480312316,0.0875,11
51,10,100,0.7375,0.027950849718747377,0.012500000000000002,11
52,10,500,0.85,0.05590169943749474,0.024999999999999998,11
53,10,1000,0.8875,0.12022115038544591,0.053764532919016415,11
54,11,5,0.3875,0.11180339887498948,0.049999999999999996,12
55,11,10,0.5125,0.027950849718747377,0.012500000000000002,12
56,11,50,0.6,0.10458250331675945,0.046770717334674264,12
57,11,100,0.6875,0.09882117688026186,0.04419417382415922,12
58,11,500,0.825,0.11180339887498948,0.049999999999999996,12
59,11,1000,0.875,0.14657549249448215,0.06555055301063446,12
60,12,5,0.35,0.09478594305064438,0.04238956239453292,13
61,12,10,0.5125,0.14921670482891652,0.0667317390751957,13
62,12,50,0.6,0.16298006013006622,0.07288689868556625,13
63,12,100,0.6875,0.04419417382415922,0.01976423537605237,13
64,12,500,0.8375,0.055901699437494755,0.025000000000000005,13
65,12,1000,0.875,0.08838834764831845,0.03952847075210474,13
66,13,5,0.3875,0.08149003006503311,0.036443449342783124,14
67,13,10,0.45,0.12022115038544591,0.053764532919016415,14
68,13,50,0.5625,0.11692679333668567,0.052291251658379716,14
69,13,100,0.7125,0.07126096406869611,0.0318688719599549,14
70,13,500,0.825,0.09270248108869578,0.04145780987944249,14
71,13,1000,0.875,0.11692679333668565,0.05229125165837971,14
72,14,5,0.3875,0.08149003006503311,0.036443449342783124,15
73,14,10,0.5125,0.12022115038544591,0.053764532919016415,15
74,14,50,0.5875,0.11353688827865593,0.050775240028974745,15
75,14,100,0.7375,0.10269797953221864,0.045927932677184584,15
76,14,500,0.8875,0.08149003006503311,0.036443449342783124,15
77,14,1000,0.925,0.08149003006503311,0.036443449342783124,15
78,15,5,0.375,0.09882117688026186,0.04419417382415922,16
79,15,10,0.5375,0.10458250331675945,0.046770717334674264,16
80,15,50,0.6125,0.12022115038544591,0.053764532919016415,16
81,15,100,0.7125,0.0712609640686961,0.03186887195995489,16
82,15,500,0.875,0.0625,0.02795084971874737,16
83,15,1000,0.8875,0.09270248108869578,0.04145780987944249,16
84,16,5,0.35,0.055901699437494734,0.024999999999999994,17
85,16,10,0.5625,0.07654655446197432,0.03423265984407289,17
86,16,50,0.55,0.1789727632909544,0.0800390529679106,17
87,16,100,0.725,0.055901699437494734,0.024999999999999994,17
88,16,500,0.85,0.07126096406869613,0.03186887195995491,17
89,16,1000,0.8875,0.128086884574495,0.057282196186948,17
90,17,5,0.3875,0.09270248108869579,0.041457809879442496,18
91,17,10,0.5,0.11692679333668567,0.052291251658379716,18
92,17,50,0.625,0.18221724671391565,0.08149003006503311,18
93,17,100,0.675,0.10269797953221864,0.045927932677184584,18
94,17,500,0.85,0.12183492931011206,0.054486236794258416,18
95,17,1000,0.9125,0.10458250331675945,0.046770717334674264,18
96,18,5,0.425,0.1202211503854459,0.05376453291901641,19
97,18,10,0.5,0.09882117688026186,0.04419417382415922,19
98,18,50,0.6625,0.15687375497513917,0.0701560760020114,19
99,18,100,0.725,0.055901699437494734,0.024999999999999994,19
100,18,500,0.8625,0.08149003006503312,0.03644344934278313,19
101,18,1000,0.9,0.11353688827865595,0.05077524002897475,19
102,19,5,0.375,0.125,0.05590169943749474,20
103,19,10,0.5,0.10825317547305482,0.048412291827592706,20
104,19,50,0.6,0.15687375497513917,0.0701560760020114,20
105,19,100,0.75,0.09882117688026186,0.04419417382415922,20
106,19,500,0.85,0.10458250331675945,0.046770717334674264,20
107,19,1000,0.925,0.10269797953221865,0.04592793267718459,20
