num_steps,max_t,f1,std,cost,gamma,alpha
1,50,0.01840332032718999,0.0036916783209882103,0,0,100.0
1,100,0.021297948775287914,0.003964796252825876,0,0,100.0
1,150,0.02378309543890756,0.003492001158823394,0,0,100.0
1,200,0.017350278440485957,0.0017630189227045014,0,0,100.0
1,250,0.03168614246147922,0.0037848031072997322,0,0,100.0
1,500,0.020958104024846817,0.0040383485190619356,0,0,100.0
2,50,0.110948394878021,0.015905551127844055,0,0,35.93813663804626
2,100,0.10165885080010875,0.014608646436243978,0,0,35.93813663804626
2,150,0.07868359318999119,0.015957144174331913,0,0,100.0
2,200,0.05055622805354976,0.014574684425440632,0,0,100.0
2,250,0.11409035842030879,0.014041789857395286,0,0,100.0
2,500,0.07392062741083845,0.014220666580715163,0,0,100.0
3,50,0.21952157203712003,0.005507931573427902,0,0,4.6415888336127775
3,100,0.1956261206711108,0.021029206500410912,0,0,35.93813663804626
3,150,0.1628072244472234,0.018681872781243152,0,0,35.93813663804626
3,200,0.17895065891257697,0.03251274963140792,0,0,100.0
3,250,0.16182336575427436,0.022773355742708504,0,0,100.0
3,500,0.10542025589509463,0.015278269387983944,0,0,100.0
4,50,0.304855012962784,0.02726730591977366,0,0,4.6415888336127775
4,100,0.31617868515055386,0.025791123079264944,0,0,35.93813663804626
4,150,0.3092519149161737,0.0250476191975348,0,0,35.93813663804626
4,200,0.22470206941116846,0.020448911578123986,0,0,35.93813663804626
4,250,0.240548584959929,0.019496726129973187,0,0,35.93813663804626
4,500,0.18017960557801485,0.015312860308466479,0,0,100.0
5,50,0.3416299707125782,0.031717815768144315,0,0,0.21544346900318834
5,100,0.46378561067858726,0.027130733183903806,0,0,12.915496650148826
5,150,0.34488642374886913,0.04759262502322088,0,0,35.93813663804626
5,200,0.3179255383142173,0.028725150142609724,0,0,35.93813663804626
5,250,0.26431161282085064,0.033614779042264786,0,0,35.93813663804626
5,500,0.2119318571041759,0.035739123325739475,0,0,100.0
6,50,0.36887050306695246,0.03287947053793479,0,0,0.01
6,100,0.4883009909395214,0.022283426225966314,0,0,4.6415888336127775
6,150,0.4246827770595852,0.03568656907313592,0,0,35.93813663804626
6,200,0.3812184866232095,0.026653526390409455,0,0,35.93813663804626
6,250,0.3389985992020901,0.02624663970447462,0,0,35.93813663804626
6,500,0.2361859070234337,0.023332845874113235,0,0,100.0
7,50,0.3785473225358598,0.03759739855728725,0,0,0.01
7,100,0.511470981607623,0.020285576116483812,0,0,4.6415888336127775
7,150,0.5215782326818889,0.03298059273830495,0,0,12.915496650148826
7,200,0.4136642128141895,0.03656701613296038,0,0,35.93813663804626
7,250,0.39833309301184233,0.03612104141025912,0,0,35.93813663804626
7,500,0.3143504175726034,0.0275630216062325,0,0,100.0
8,50,0.3859377905511001,0.04123712383857915,0,0,0.01
8,100,0.5159463188274126,0.014585797718287833,0,0,4.6415888336127775
8,150,0.5396645963708274,0.030828913122982467,0,0,12.915496650148826
8,200,0.45890177697275975,0.030548426190129402,0,0,35.93813663804626
8,250,0.41506570681032795,0.02971593456929005,0,0,35.93813663804626
8,500,0.34335225511134954,0.037451966508519674,0,0,100.0
9,50,0.3890625091203702,0.041678834641791736,0,0,0.01
9,100,0.5322260234819303,0.024151524500226878,0,0,0.01
