num_steps,max_t,f1,std,cost,gamma,alpha
10,250,0.8295982817836055,0.03793005524304161,10.0,0.05623413251903491,0
10,500,0.7660661102897781,0.027780773597965283,10.0,0.05623413251903491,0
11,50,0.8223678779456123,0.024731274695861376,10.0,0.31622776601683794,0
11,100,0.8358604369640844,0.025840556848515807,10.0,0.05623413251903491,0
11,150,0.8336637550016249,0.02013457384978871,10.0,0.05623413251903491,0
11,200,0.8378764006512588,0.018545599433074333,10.0,0.05623413251903491,0
11,250,0.819530129768664,0.022803586689132942,10.0,0.05623413251903491,0
11,500,0.7757967213655843,0.014924242651358104,10.0,0.05623413251903491,0
12,50,0.81941311377111,0.02602343133640052,10.0,0.31622776601683794,0
12,100,0.8346778926752642,0.02603719002116177,10.0,0.05623413251903491,0
12,150,0.8341700189944911,0.02160680975714341,10.0,0.05623413251903491,0
12,200,0.8380086569953413,0.021957348802435876,10.0,0.05623413251903491,0
12,250,0.828671065731624,0.027219727505890925,10.0,0.05623413251903491,0
12,500,0.7743136317422328,0.03196072008514931,10.0,0.05623413251903491,0
13,50,0.818331528842792,0.026925642620862986,10.0,0.31622776601683794,0
13,100,0.8336752066811981,0.0255094275820641,10.0,0.05623413251903491,0
13,150,0.8378277988866853,0.01848302958622038,10.0,0.05623413251903491,0
13,200,0.8313440190541994,0.021059871728125155,10.0,0.05623413251903491,0
13,250,0.8177444235276026,0.03812907921280087,1.7782794100389228,0.05623413251903491,0
13,500,0.7987927219189739,0.02105520662396239,10.0,0.05623413251903491,0
14,50,0.8185813985075445,0.030072979675481948,10.0,0.31622776601683794,0
14,100,0.8388850209114904,0.02338598731886414,10.0,0.05623413251903491,0
14,150,0.8403924401056599,0.023137757662008263,10.0,0.05623413251903491,0
14,200,0.8278153685457637,0.02780245585903074,1.7782794100389228,0.05623413251903491,0
14,250,0.8208434014080586,0.03375561537264603,1.7782794100389228,0.05623413251903491,0
14,500,0.7931895096489437,0.030198194451197966,10.0,0.05623413251903491,0
15,50,0.8160585499271823,0.029708741465051227,10.0,0.31622776601683794,0
15,100,0.8377092617990524,0.0231967379110544,10.0,0.05623413251903491,0
15,150,0.8392549896675356,0.020821690502462447,10.0,0.05623413251903491,0
15,200,0.836202229614664,0.016621521005974083,10.0,0.05623413251903491,0
15,250,0.827604808116418,0.03255257763906639,1.7782794100389228,0.05623413251903491,0
15,500,0.7992559081289972,0.01872050319947521,10.0,0.05623413251903491,0
16,50,0.8159002530506795,0.028367436171233894,10.0,0.31622776601683794,0
16,100,0.8359515245464257,0.022901386677625375,10.0,0.05623413251903491,0
16,150,0.8374975348103989,0.021300202698033132,10.0,0.05623413251903491,0
16,200,0.826693988230175,0.029857046270022464,1.7782794100389228,0.05623413251903491,0
16,250,0.8217124558817577,0.03082246101917692,1.7782794100389228,0.05623413251903491,0
16,500,0.8113116174490692,0.02284762230174755,10.0,0.05623413251903491,0
17,50,0.8165647958952,0.028140552824118117,10.0,0.31622776601683794,0
17,100,0.8351997214687034,0.019124006067998953,10.0,0.05623413251903491,0
17,150,0.8361725184707861,0.021396441520438205,10.0,0.05623413251903491,0
17,200,0.8304723557075002,0.026077940883119544,1.7782794100389228,0.05623413251903491,0
17,250,0.8247411568703885,0.028171454325898692,1.7782794100389228,0.05623413251903491,0
17,500,0.8382895922696407,0.026820249482931643,10.0,0.01,0
18,50,0.8203149856671057,0.027794715215298575,10.0,0.31622776601683794,0
18,100,0.837528868322815,0.02120346023606583,10.0,0.05623413251903491,0
18,150,0.8402962185872822,0.022265050705269514,10.0,0.05623413251903491,0
18,200,0.8291297734569592,0.02506313091882971,1.7782794100389228,0.05623413251903491,0
18,250,0.8236464446310908,0.02694329272622967,1.7782794100389228,0.05623413251903491,0
18,500,0.8066825814881107,0.03307615913638015,10.0,0.05623413251903491,0
19,50,0.8195709074866986,0.02688091379053646,10.0,0.31622776601683794,0
19,100,0.8375434196141318,0.021409385884237898,10.0,0.05623413251903491,0
19,150,0.8395180013657866,0.019521468366833526,10.0,0.05623413251903491,0
19,200,0.8269486482477187,0.024661531780101557,1.7782794100389228,0.05623413251903491,0
19,250,0.8307614743753564,0.03230216722500668,10.0,0.01,0
19,500,0.8209574793258435,0.033218151954671024,10.0,0.01,0
20,50,0.8167172436702274,0.02763359856335368,10.0,0.31622776601683794,0
20,100,0.8378646321309479,0.023375808150400138,10.0,0.05623413251903491,0
20,150,0.84324680885067,0.01752618314128612,10.0,0.05623413251903491,0
20,200,0.8257360351479612,0.025271192327506423,1.7782794100389228,0.05623413251903491,0
20,250,0.8314277658854488,0.033498099444072796,10.0,0.01,0
20,500,0.8262749859272136,0.039737131164935324,10.0,0.01,0
21,50,0.8138441874878064,0.027279731354580016,10.0,0.31622776601683794,0
21,100,0.8379770847116401,0.023116103065112036,10.0,0.05623413251903491,0
21,150,0.8424984608038878,0.01783014925629097,10.0,0.05623413251903491,0
21,200,0.8387449916354219,0.020095737329706112,10.0,0.01,0
21,250,0.8301101119040784,0.031145235747026677,10.0,0.01,0
21,500,0.8216393493801034,0.02987567400269019,10.0,0.01,0
22,50,0.808454733381908,0.016911778215772767,10.0,0.05623413251903491,0
22,100,0.8381616914573327,0.027093166869382224,10.0,0.05623413251903491,0
22,150,0.8410137995075875,0.01623049350572998,10.0,0.05623413251903491,0
22,200,0.8384895067551905,0.02082468542028875,10.0,0.01,0
22,250,0.8304842903449628,0.028477209905055985,10.0,0.01,0
22,500,0.8313771948529235,0.021052482455226354,10.0,0.01,0
23,50,0.8077232204682574,0.016796363798852337,10.0,0.05623413251903491,0
23,100,0.838872125043606,0.02733156427222038,10.0,0.05623413251903491,0
23,150,0.8411688587428356,0.016840081109643988,10.0,0.05623413251903491,0
23,200,0.8417477441120228,0.022178575451515272,10.0,0.01,0
23,250,0.8316207581352696,0.02702652511271249,10.0,0.01,0
23,500,0.8231419173383101,0.033457255051381925,10.0,0.01,0
24,50,0.8078322756079693,0.018658606228672027,10.0,0.05623413251903491,0
24,100,0.8374911936018228,0.025700694021201488,10.0,0.05623413251903491,0
24,150,0.8398876415912999,0.01832340075210723,10.0,0.05623413251903491,0
24,200,0.8411946673846726,0.022274120150307553,10.0,0.01,0
24,250,0.8334763284071295,0.027241173103320766,10.0,0.01,0
24,500,0.8311921519665351,0.03630442934111661,10.0,0.01,0
25,50,0.8098874309505988,0.019721043037055325,10.0,0.05623413251903491,0
25,100,0.8400451778436964,0.0264165181631709,10.0,0.05623413251903491,0
25,150,0.8402359973149093,0.01828242113742433,10.0,0.05623413251903491,0
25,200,0.8414816971763462,0.0220074684916505,10.0,0.01,0
25,250,0.8335345965900794,0.026000242739068338,10.0,0.01,0
25,500,0.8348466494088352,0.036030554239438586,10.0,0.01,0
26,50,0.8096781894271681,0.022231473740324477,10.0,0.05623413251903491,0
26,100,0.8388957671122423,0.02617570266026083,10.0,0.05623413251903491,0
26,150,0.8388531147456761,0.017761316290860342,10.0,0.05623413251903491,0
26,200,0.8398829629536445,0.023093242629713094,10.0,0.01,0
26,250,0.8325035073918852,0.02502377488315248,10.0,0.01,0
26,500,0.8287788996913596,0.034248947868866265,10.0,0.01,0
27,50,0.8110096511450509,0.021125259070474012,10.0,0.05623413251903491,0
27,100,0.8360271810150344,0.02404215371590285,10.0,0.05623413251903491,0
27,150,0.8386087925136879,0.019243628101070342,10.0,0.05623413251903491,0
27,200,0.838617468007304,0.024034422339527434,10.0,0.01,0
27,250,0.8345711609230444,0.023029519488092624,10.0,0.01,0
27,500,0.8282757563114366,0.04017261271963481,10.0,0.01,0
28,50,0.8122578678979744,0.020412995053696394,10.0,0.05623413251903491,0
28,100,0.8357850630252385,0.025138504350828508,10.0,0.05623413251903491,0
28,150,0.838958687528635,0.01965341022388426,10.0,0.05623413251903491,0
28,200,0.8384731656355389,0.027608336822904932,10.0,0.01,0
28,250,0.8321029900124584,0.021747068871160336,10.0,0.01,0
28,500,0.8305798546939831,0.03697672755830302,10.0,0.01,0
29,50,0.815947867821355,0.017665840184019534,10.0,0.05623413251903491,0
29,100,0.8362902842996904,0.025487791689020028,10.0,0.05623413251903491,0
29,150,0.8400503277390717,0.02267689079888256,10.0,0.05623413251903491,0
29,200,0.8384430641635326,0.023874416727501048,10.0,0.01,0
29,250,0.8323728932179526,0.02068407379690353,10.0,0.01,0
29,500,0.8306780960906653,0.0355946886760584,10.0,0.01,0
30,50,0.8162015739821818,0.018126191654774873,10.0,0.05623413251903491,0
30,100,0.8343902923721412,0.023858700445170116,10.0,0.05623413251903491,0
30,150,0.8404882039537949,0.016665904059180694,10.0,0.01,0
30,200,0.8345018889139368,0.025498464350944938,10.0,0.01,0
30,250,0.8313729467075106,0.021062157174858983,10.0,0.01,0
30,500,0.8306690363935314,0.04174260574283885,10.0,0.01,0
