,nr_moments,sample_size,mean,std,se
99,17,100,0.8583333333333334,0.12360330811826105,0.055277079839256664
100,17,500,0.9833333333333334,0.022821773229381913,0.010206207261596571
101,17,1000,0.9916666666666668,0.018633899812498234,0.008333333333333326
102,18,5,0.425,0.034860834438919804,0.015590239111558083
103,18,10,0.4166666666666667,0.12147816447594377,0.054326686710022075
104,18,50,0.7083333333333333,0.12147816447594377,0.054326686710022075
105,18,100,0.8583333333333334,0.12360330811826105,0.055277079839256664
106,18,500,0.9833333333333334,0.022821773229381913,0.010206207261596571
107,18,1000,0.9916666666666668,0.018633899812498234,0.008333333333333326
108,19,5,0.4333333333333333,0.03726779962499648,0.01666666666666666
109,19,10,0.4166666666666667,0.12147816447594377,0.054326686710022075
110,19,50,0.7083333333333333,0.12147816447594377,0.054326686710022075
111,19,100,0.85,0.12360330811826105,0.055277079839256664
112,19,500,0.9833333333333334,0.022821773229381913,0.010206207261596571
113,19,1000,0.9916666666666668,0.018633899812498234,0.008333333333333326
114,20,5,0.4416666666666666,0.047507309379130745,0.021245914639969932
115,20,10,0.4166666666666667,0.12147816447594377,0.054326686710022075
116,20,50,0.7083333333333333,0.12147816447594377,0.054326686710022075
117,20,100,0.85,0.12360330811826105,0.055277079839256664
118,20,500,0.9833333333333334,0.022821773229381913,0.010206207261596571
119,20,1000,0.9916666666666668,0.018633899812498234,0.008333333333333326
