,corr_coef,p_value,nr_moments,sample_size
0,-0.2199557022338443,0.4130428070175401,1,5
1,-0.3693712663915846,0.15912599123093957,2,5
2,-0.12972304213238386,0.6320576499833637,3,5
3,-0.2068457971168478,0.44210853478824186,4,5
4,-0.2396156987172404,0.37140904121562723,5,5
5,-0.28018759596709786,0.2932225884750834,6,5
6,-0.2920608189181828,0.2723654947095786,7,5
7,-0.30389623884253625,0.25249788526925027,8,5
8,-0.31553067162940607,0.23386685992268988,9,5
9,-0.31419007272768995,0.2359682497357994,10,5
10,-0.32749407256053464,0.21563653842213926,11,5
11,-0.32019231081239663,0.2266516546207192,12,5
12,-0.33470974319650804,0.20509357761232053,13,5
13,-0.324371964981876,0.22030368589238244,14,5
14,-0.33964228968423305,0.19808146300482812,15,5
15,-0.32751856378869654,0.2156001791843022,16,5
16,-0.3432349228402563,0.1930733781718453,17,5
17,-0.32994511194630777,0.21201719461797924,18,5
18,-0.3458965192759331,0.18941688047626942,19,5
19,-0.3318115182084381,0.2092874471304652,20,5
20,-0.08443472962735424,0.7558783619578414,1,10
21,0.007217177302471595,0.9788369865181537,2,10
22,0.16562508130918355,0.5398646783515904,3,10
23,-0.05340149976025485,0.8442832274857424,4,10
24,-0.08162250401272622,0.7637902150247612,5,10
25,-0.1042370372767562,0.7008483271157223,6,10
26,-0.10549570607271606,0.6973940887621037,7,10
27,-0.10306529614800686,0.7040689515732793,8,10
28,-0.09846210713468681,0.7167664330284824,9,10
29,-0.0926168951625464,0.7329903126998547,10,10
30,-0.08670538373806658,0.7495066654683231,11,10
31,-0.08085340624647785,0.7659578331507297,12,10
32,-0.07492650180882113,0.7827157164308572,13,10
33,-0.069499572290308,0.798139096465379,14,10
34,-0.06397583329622944,0.8139097744724648,15,10
35,-0.05906293447963834,0.827993175612117,16,10
36,-0.05411689401735763,0.8422213682437855,17,10
37,-0.04971161263378479,0.854932747077551,18,10
38,-0.045336029116533644,0.8675916323831631,19,10
39,-0.041393895268986444,0.8790224847126695,20,10
40,0.23832409106007646,0.37407075516373794,1,50
41,0.14761184447883552,0.5853716912372431,2,50
42,0.9869240536530999,1.6931793546626558e-12,3,50
43,0.8032531802256198,0.00017868430026678154,4,50
44,0.7187142004857723,0.0017071965058119455,5,50
45,0.5509825846615654,0.026963701279650372,6,50
46,0.46223291157196156,0.0714432733691062,7,50
47,0.3807949138615636,0.14563672001895814,8,50
48,0.3280662371433319,0.21478813701516836,9,50
49,0.2883685067232684,0.27875235638118845,10,50
50,0.26111069957060845,0.32866457755763595,11,50
51,0.2416458054219324,0.3672466091295284,12,50
52,0.22809979372135433,0.3955074102666084,13,50
53,0.2186344768800818,0.4159255537736237,14,50
54,0.2121175617387075,0.4302978419844285,15,50
55,0.20766976011980506,0.44025177803504373,16,50
56,0.204685509722521,0.44699546068699464,17,50
57,0.20272978744026407,0.4514430374675673,18,50
58,0.20149729112174897,0.45425727217057166,19,50
59,0.20076911849514656,0.455924069953114,20,50
60,0.10015506108639718,0.712088286586403,1,100
61,0.35957236247226465,0.17134516873397446,2,100
62,0.9791061986185411,4.4110239162882176e-11,3,100
63,0.8740802226930534,9.587248598668543e-06,4,100
64,0.8352180630447239,5.654170008162851e-05,5,100
65,0.7322464752004054,0.0012580634230315256,6,100
66,0.6613569333954002,0.005271567508155175,7,100
67,0.5837949216080545,0.01758312797630157,8,100
68,0.5230642483158725,0.0376126603850206,9,100
69,0.47083359176620987,0.06565937872382249,10,100
70,0.4294120224607112,0.09693626271616204,11,100
71,0.3960650121256291,0.12885004882948936,12,100
72,0.3696752603915487,0.15875654496359237,13,100
73,0.3487318087855687,0.1855719197697942,14,100
74,0.33213503243777587,0.20881659465490515,15,100
75,0.31895415665841215,0.22855413185171247,16,100
76,0.30846363326820336,0.2450775548678246,17,100
77,0.3000778271641669,0.2588068635819362,18,100
78,0.2933312826161193,0.2701886239717616,19,100
79,0.2879179937996469,0.27953777870694535,20,100
80,0.7314246084711925,0.001282246262533217,1,500
81,0.696668855064412,0.0027117727139603287,2,500
82,0.9962794009332163,2.620490982979624e-16,3,500
83,0.9580917562967454,5.4481616212687595e-09,4,500
84,0.9344052512902263,1.1766253082658842e-07,5,500
85,0.8599900523974553,1.937242243479362e-05,6,500
86,0.7918864272202597,0.000256296015149959,7,500
87,0.7041909027100459,0.002326167482402263,8,500
88,0.6226512690882098,0.009990640419256248,9,500
89,0.5450374039289421,0.029009543329711295,10,500
90,0.4780044979424754,0.06110509412277303,11,500
91,0.4206348536677408,0.10472500466798354,12,500
92,0.3728253995109535,0.15496205247894904,13,500
93,0.33323736011871746,0.207217352573314,14,500
94,0.30068135673502644,0.25780328908607997,15,500
95,0.27390229799038385,0.3046378157702928,16,500
96,0.2518178683107697,0.34678254116863927,17,500
97,0.2335539591663686,0.38399126511650833,18,500
98,0.21838707160877116,0.4164665304335691,19,500
99,0.20575304568652805,0.44457711649995063,20,500
100,0.004970908375622404,0.9854229490648813,1,1000
101,0.015749492742640973,0.9538356715302775,2,1000
102,0.9960980175610268,3.654960051500952e-16,3,1000
103,0.9744714125458118,1.7712143018525365e-10,4,1000
104,0.9572793920750595,6.218327525824337e-09,5,1000
105,0.9051782004286992,1.4337881744267752e-06,6,1000
106,0.8485904775836686,3.2459759483119395e-05,7,1000
107,0.7705955760222514,0.000476725710656011,8,1000
108,0.6911241034530851,0.0030278368993191594,9,1000
109,0.6115173048265901,0.011832023187984951,10,1000
110,0.539247607489964,0.031113710704490847,11,1000
111,0.4756196348784854,0.06259315135807048,12,1000
112,0.4214548279954631,0.10397929100648229,13,1000
113,0.37589557312619243,0.15132316362022308,14,1000
114,0.33768715093760326,0.20084200456982138,15,1000
115,0.30548818436421216,0.2498959614606298,16,1000
116,0.27846782224327304,0.29632032417902143,17,1000
117,0.2556977207911969,0.3391506841867164,18,1000
118,0.23636409015003584,0.37812982068504225,19,1000
119,0.2198358446427171,0.41330388669294016,20,1000
