,nr_moments,sample_size,mean,std,se
0,1,5,0.33333333333333337,0.04166666666666665,0.018633899812498238
1,1,10,0.425,0.08014743359029726,0.03584302194601094
2,1,50,0.6666666666666666,0.05103103630798287,0.022821773229381916
3,1,100,0.725,0.06319062870042959,0.02825970826302195
4,1,500,0.9083333333333334,0.0801474335902973,0.03584302194601096
5,1,1000,0.9583333333333333,0.04166666666666669,0.01863389981249826
6,2,5,0.3083333333333333,0.037267799624996475,0.016666666666666656
7,2,10,0.4416666666666666,0.06319062870042959,0.02825970826302195
8,2,50,0.6833333333333333,0.08640183897219887,0.038640077064565445
9,2,100,0.7083333333333334,0.0,0.0
10,2,500,0.8916666666666668,0.10034662148993582,0.04487637339278754
11,2,1000,0.95,0.03486083443891986,0.015590239111558109
12,3,5,0.2833333333333333,0.06846531968814576,0.03061862178478972
13,3,10,0.4416666666666666,0.06972166887783962,0.031180478223116172
14,3,50,0.6416666666666667,0.12004050242406615,0.053683744694688035
15,3,100,0.7000000000000001,0.045643546458763895,0.020412414523193173
16,3,500,0.875,0.07216878364870322,0.03227486121839514
17,3,1000,0.8916666666666666,0.06319062870042966,0.02825970826302198
18,4,5,0.325,0.05432668671002206,0.024295632895188747
19,4,10,0.4499999999999999,0.08014743359029726,0.03584302194601094
20,4,50,0.65,0.09592387027684451,0.042898458920779176
21,4,100,0.7166666666666667,0.06180165405913051,0.027638539919628325
22,4,500,0.8916666666666668,0.09592387027684453,0.04289845892077918
23,4,1000,0.9166666666666666,0.05103103630798286,0.022821773229381913
24,5,5,0.31666666666666665,0.047507309379130745,0.021245914639969932
25,5,10,0.4666666666666666,0.09033118078616163,0.04039733214513606
26,5,50,0.6166666666666667,0.08014743359029727,0.035843021946010946
27,5,100,0.7083333333333333,0.06588078458684123,0.029462782549439473
28,5,500,0.9,0.0959238702768445,0.042898458920779176
29,5,1000,0.9,0.07569125885243727,0.03385016001931649
30,6,5,0.31666666666666665,0.047507309379130745,0.021245914639969932
31,6,10,0.4416666666666666,0.07569125885243728,0.0338501600193165
32,6,50,0.6333333333333333,0.08014743359029727,0.035843021946010946
33,6,100,0.7,0.05432668671002208,0.024295632895188754
34,6,500,0.9,0.0959238702768445,0.042898458920779176
35,6,1000,0.9,0.07569125885243727,0.03385016001931649
36,7,5,0.31666666666666665,0.047507309379130745,0.021245914639969932
37,7,10,0.45,0.07453559924999298,0.033333333333333326
38,7,50,0.6333333333333333,0.04564354645876379,0.020412414523193128
39,7,100,0.675,0.045643546458763874,0.020412414523193163
40,7,500,0.8916666666666666,0.09128709291752765,0.040824829046386284
41,7,1000,0.9166666666666666,0.07795119555779052,0.034860834438919845
42,8,5,0.31666666666666665,0.03726779962499648,0.01666666666666666
43,8,10,0.45,0.07453559924999298,0.033333333333333326
44,8,50,0.6333333333333333,0.04564354645876379,0.020412414523193128
45,8,100,0.6666666666666667,0.05892556509887895,0.02635231383473649
46,8,500,0.8916666666666666,0.09128709291752765,0.040824829046386284
47,8,1000,0.9166666666666666,0.07795119555779052,0.034860834438919845
48,9,5,0.3083333333333333,0.05590169943749473,0.02499999999999999
49,9,10,0.4416666666666667,0.07569125885243727,0.03385016001931649
50,9,50,0.625,0.041666666666666685,0.018633899812498255
51,9,100,0.6666666666666667,0.05892556509887895,0.02635231383473649
52,9,500,0.875,0.09316949906249122,0.04166666666666666
53,9,1000,0.9083333333333334,0.0801474335902973,0.03584302194601096
54,10,5,0.325,0.07453559924999299,0.03333333333333333
55,10,10,0.425,0.08014743359029727,0.035843021946010946
56,10,50,0.6333333333333334,0.04564354645876388,0.020412414523193166
57,10,100,0.65,0.06972166887783966,0.031180478223116193
58,10,500,0.875,0.09316949906249122,0.04166666666666666
59,10,1000,0.9083333333333334,0.0801474335902973,0.03584302194601096
60,11,5,0.325,0.07453559924999299,0.03333333333333333
61,11,10,0.4166666666666667,0.08838834764831843,0.039528470752104736
62,11,50,0.6333333333333334,0.04564354645876388,0.020412414523193166
63,11,100,0.6666666666666667,0.07216878364870323,0.032274861218395144
64,11,500,0.875,0.09316949906249122,0.04166666666666666
65,11,1000,0.9,0.0959238702768445,0.042898458920779176
66,12,5,0.325,0.07453559924999299,0.03333333333333333
67,12,10,0.4166666666666667,0.08838834764831843,0.039528470752104736
68,12,50,0.6333333333333334,0.04564354645876388,0.020412414523193166
69,12,100,0.6666666666666667,0.07216878364870323,0.032274861218395144
70,12,500,0.875,0.09316949906249122,0.04166666666666666
71,12,1000,0.9,0.0959238702768445,0.042898458920779176
72,13,5,0.325,0.07453559924999299,0.03333333333333333
73,13,10,0.4166666666666667,0.08838834764831843,0.039528470752104736
74,13,50,0.625,0.058925565098879,0.02635231383473651
75,13,100,0.6583333333333334,0.09033118078616166,0.04039733214513607
76,13,500,0.8833333333333332,0.09033118078616163,0.04039733214513606
77,13,1000,0.9,0.0959238702768445,0.042898458920779176
78,14,5,0.325,0.07453559924999299,0.03333333333333333
79,14,10,0.4166666666666667,0.08838834764831843,0.039528470752104736
80,14,50,0.625,0.058925565098879,0.02635231383473651
81,14,100,0.6583333333333334,0.09033118078616166,0.04039733214513607
82,14,500,0.8833333333333332,0.09033118078616163,0.04039733214513606
83,14,1000,0.9,0.0959238702768445,0.042898458920779176
84,15,5,0.325,0.07453559924999299,0.03333333333333333
85,15,10,0.4166666666666667,0.08838834764831843,0.039528470752104736
86,15,50,0.6166666666666666,0.04564354645876382,0.02041241452319314
87,15,100,0.6583333333333334,0.09033118078616166,0.04039733214513607
88,15,500,0.8833333333333332,0.09033118078616163,0.04039733214513606
89,15,1000,0.8916666666666668,0.0864018389721988,0.03864007706456542
90,16,5,0.325,0.07453559924999299,0.03333333333333333
91,16,10,0.4083333333333333,0.074535599249993,0.03333333333333334
92,16,50,0.6166666666666666,0.04564354645876382,0.02041241452319314
93,16,100,0.6666666666666667,0.09316949906249127,0.04166666666666668
94,16,500,0.8916666666666666,0.09128709291752765,0.040824829046386284
95,16,1000,0.8916666666666668,0.0864018389721988,0.03864007706456542
96,17,5,0.325,0.07453559924999299,0.03333333333333333
97,17,10,0.39999999999999997,0.07569125885243731,0.03385016001931651
98,17,50,0.6166666666666666,0.04564354645876382,0.02041241452319314
99,17,100,0.65,0.08640183897219886,0.03864007706456544
100,17,500,0.8916666666666666,0.09128709291752765,0.040824829046386284
101,17,1000,0.8833333333333334,0.0853912563829967,0.03818813079129869
102,18,5,0.325,0.07453559924999299,0.03333333333333333
103,18,10,0.39999999999999997,0.07569125885243731,0.03385016001931651
104,18,50,0.6166666666666666,0.04564354645876382,0.02041241452319314
105,18,100,0.6416666666666667,0.08122328620674134,0.036324157862838935
106,18,500,0.8916666666666666,0.09128709291752765,0.040824829046386284
107,18,1000,0.8833333333333334,0.0853912563829967,0.03818813079129869
108,19,5,0.3333333333333333,0.07795119555779044,0.03486083443891981
109,19,10,0.39999999999999997,0.07569125885243731,0.03385016001931651
110,19,50,0.6083333333333333,0.03726779962499651,0.016666666666666673
111,19,100,0.6416666666666667,0.08122328620674134,0.036324157862838935
112,19,500,0.8916666666666666,0.09128709291752765,0.040824829046386284
113,19,1000,0.8833333333333334,0.0853912563829967,0.03818813079129869
114,20,5,0.325,0.07453559924999299,0.03333333333333333
115,20,10,0.4083333333333333,0.09033118078616166,0.04039733214513607
116,20,50,0.6083333333333333,0.03726779962499651,0.016666666666666673
117,20,100,0.6416666666666666,0.0631906287004296,0.028259708263021956
118,20,500,0.8833333333333332,0.09033118078616163,0.04039733214513606
119,20,1000,0.8833333333333334,0.0853912563829967,0.03818813079129869
